label,tweet
cinta,akumencintamu karena saya dari awal yakin saya dapat menjadi apa yang kamu butuhkan dan apa yang kamu selama ini cari
sedih,waktu sd pernah dapat  kesempatan seleksi untuk masuk tim kecamatan ke popda tingkat kabupaten waktu ujicoba lawan kecamatan tetangga saya cetak  gol pertandingan berakhir  saya tidak lolos seleksi yang  lolos untuk  posisi striker anaknya guru
takut,dan pas di jalan tiap waktu saya tengok  ke belakang masih ada mobil mereka pas sudah sampai  surabaya tbtb mobil mereka sudah tidak kelihatan   saya takut sangat  mereka kenapa 
senang,tidak tahu siapa gakenal wkwk itu jelek sangat mel yang di samping kamu siapa si wkwk new avatar  wkwk
marah,kasus via vallen itu juga sering terjadi kok dari yang saya kenal orang nya sampai tidak saya kenal orang nya sering bertebaran gambar ttt di dm saya  messenger saya lah yang  saya lakukan block block or report akun nya selesai 
senang, ramadan hai tweeps lewat sini saya ingin cerita nih yah tentang ramadan yang penuh berkah ini kali pertama saya ramadan dengan situasi seperti ini dan sangat berkesan untuk  saya pribadi sehari sebelum ramadan saya diajak jadi penyiar di studio yayasan masy muslim freeport indo
cinta,pada saat kamu menangis merengek meminta boneka atau mainan baru mama menatapmu iba tetapi papa akan mengatakan dengan tegas  boleh kita beli nanti tapi tidak sekarang
cinta,ia menyentuh tangan yang mengusap pipinya lembut monika memejamkan matanya seakan merasakan kasih sayang yang nyata dari yuno saya tidak akan bisa berhenti mencintaimu
senang,tiket bioskop ayat cinta masih disimpen dan dijadikan  pembatas buku nonton berempat jaman rsut sama keluarga definisi bersyukur ada yang  nengokin dan diajak jalan keluar dari asrama sebentar
senang,all we know of heaven all we need of hell  pvris  saya ikuti  pvris dari awal saya rasa album yang  sekarang  lagunya lebih mature sangar dark tapi fragile konsep keseluruhan album  mv  dan lain nya keren parah saya suka lagu mercy anyone else sama winter url
cinta,meneriakkan namamu di deras hujan memandangmu dari kejauhan dan berdoa di hening malam cinta dalam diam ini lah yang mampu kupertahankan
takut,username yess saya terlalu pemilih dan kriteriaku suka ketinggian begitu  terlebih lagi saya bosenan takut saja  begitu  pas sudah nikah tahu tahu bosan  
cinta,sahabat saya ada di ava tuhg polos tapi dia baik pakai  sangat  care sangat  lucu pintar  juga sayang dia
sedih,helloo liburan kapan liburan kerja teyuss lebaran pun on teyus liburan sekolah sudah mau selesai  elisoulea      kapanliburanlagi
takut,gara pernah baca orang ditelp cuma ditanya benar ini dengan sebut nama yang  ditelp dan si penerima jawab iya abis itu ditutup telpnya sekarang tiap angkat telepon  dari  nomor tidak dikenal selalu balik tanya  dari  siapa perlu apa sebelum jawab nama saya benar  yang  dia sebut ngeri cuy
senang,karena mendengar adzan maghrib pihak panpel persija vs persebaya kemarin segera membatalkan pertandingan recehkantwiter recehkanpssi recehkansepakbola
marah,username buka rekening baru di mandiri ribet harus ada no telepon  rumah or kantor terus kalau pekerja di pasar tidak bisa tabung  di mandiri donk
senang,jadi ceritanya adekku pinjam  buku paket ke mantan kakak kelas yang  sudah lulus nah tidak sengaja nemuin kertas nyelip disalah satu halaman pas adekku baca bilang eh mb surat cinta terus  ku baca dengan  bersuara
cinta,wanita itu makhluk yang lembut sekali jika kamu mau mengajarinya sesuatu maka sudah sewajarnya dengan kelembutan pula sebelum tidur sambil memeluknya mulailah kamu mengajarinya kamu beritahu dengan tutur yang baik dan dengan belaian kasih sayang tentunya
takut,area alor gajah masjid tanah jalan anak tidak pengkalan balak etc itu  kalau boleh memang  saya elakkan jalan malam malam oh seram
marah,username username saya  tidak krj karena  harus  merawat ibu saya  yang  sudah pikun hanya jualan di rumah karena  kamu hanya berkl kln beli  tega merampok cashback hanya  sbgai uang makan  kamu juga ibu n anak buat apa kalian puasa
takut,username masa kecil yang  pling diingat itu kalau barangkt sekolah itu minta  diantar ibuk terus  karena takut kesekolah sendian dan harus dibelikan permen dulu  biar mau berngkat begitu  dech scra saya orang pendiem dan takut kepada  teman masakecilkuasik username username
marah,min username info perka pagi kereta langsir di thb donk jadi pnp username bisa antisipasi di stasiun sebelumnyajangan pas di tengah sinmas ditahan  menit buat nunggu langsiran kajj
cinta,permulaan cinta adalah membiarkan orang yang kamu cintai menjadi dirinya sendiri dan tidak merubahnya menjadi gambaran yang kamu inginkan jika tidak kamu hanya mencintai pantulan diri sendiri yang kamu temukan di dalam dirinya
senang,ketika saya digombali murid saya ibu cantik og bu lalu saya salting dan eumph jawab kamu juga cantik kok lalu emph dibilang masih muda dan saya makin speechless
senang,kalau  tidak kamu username  mba muth yang ngeblurrr wkwkwk ada saja  sih yang  ngeblur foto terakhir semuanya blur na wkwk url
sedih,username username username orangorang psi itu termasuk juga si username adalah anak baru di dunia politik yang ingin cepat populer dengan cara memancing orangorang yang sudah populer untuk berinteraksi dengan mereka kasihan deh  
cinta,semuanya sudah berubah saya kamu kita semuanya hal hal kecil kita sikap masalah tubir tubiran satu yang tidak berubah dan kayaknya  susah untuk berubah secepat itu hati saya happy anniversary sayang saya sayang kamu sayang sekali  username
takut,pin nanti kamu blan juni ikut tidakpertandingan bulutangkis khusus buat rw saja saya mau ikut tapi nanti saya pasti cewek sendiri  ky dulu
marah,otomatis lahh saya marah saya jelasin juga ke teman  saya kalau saya tidak ada sedikitpun niat buat ngerebut pacar teman  saya sendiri keak tidak ada cowok  lain saja  hih
marah,username guwah sependapat sama anda  bro ini yang  paling ditakuti sama mereka yang  sedang berkompetisi untuk  bisa nyapres makanya mereka selalu cari cara untuk  mendowngrade harus  apadaya kehendak allahhrs malah makin bersinar url
sedih,harus bisa memanage waktu lebih baik lagi nih harus  benar  memfilter mana yang  jadi prioritas kan kalau  management waktu nya oke hidup bisa jadilebihbaik
cinta,temenku namanya helen pas shi kemarin dia sengaja ke bandara demi saya karena saya tidak bisa datang  shi dan dia rela jadi masternim nya day sayang huhuhu url
takut,saya cuma takut saya terbuat dia kecewa  ini peluang terakhir i knw him bila dia rasa kecewa yang  teramat dia takkan pandang belakang dn dari sini pun dapat rasa kan yang saya memang  takut hilang dia
sedih,turut berduka atas saudara yang terkena gempa di lombok semoga lekas membaik meskipun trauma yang terendap tak semudah itu menghilang dari dalam diri amin  
marah,username tolong akun saya ini kenapa tidak bisa masuk ke aplikasi my indihome setiap kali mau masuk selalu minta kode verifikasi ke nomer yang dulu sedangkan no yang dulu sudah di blokir oleh pihak telkomsel tolong dan mohon di bantu
sedih,jangan sekalikali sudah negosiasi sama sagitarius kolo moody lagi berantakan tolong jangan diganggu dulu ucapannya lebih menyakitkan manusia
cinta,username mama saya adalah wanita terhebat yang kuat mengurus  anak dan ngejalanin gimana dari awalnya kami hidup enak tbtb semenjak ayah meninggal jadi berubah drastis mama selalu mentingin anakanaknya dulu baru dirinya sayang mama
sedih,username iya nad ada drama drama cryingnya juga apalagi kalau  lapar  biasa makanan ada tersedia tinggal ambil kalau  dikos harus  cari makan sendiri pas tidak ada teman  nah ini bisa bisa nangis jadi kangen ibuk hahaha lol
cinta,semoga kamu pun ikut merasakannya menghayati dan memandang langit malam ini agar kamu lihat ada purnama disana ada bintangbintang disana yang selalu menemani dan mengawasi cinta kita saat kita terlelap
senang,saat ini lebih merasa  ingin manfaatin waktu sebaikbaiknya kalau masih  bisa pulang tepat waktu ya pulang biar bisa buka di rumah barang  keluarga kalau tidak ada yang  dikerjain ya lebih baik cepat  tidur bukan  malah begadang tidak jelas
cinta,memang  benar  kata fromm cinta sempurna itu harus didasari knowledgerespectresponsibilitycare disini saya bisa liat keluarga belo ncipsekaladido itu utuh sekali  merekapun punya healty mental yang  luar biasa satu sama lain yang efeknya ke pintar dan aktifnya si sekala
marah,saya ini orang yang tidak bisa nyindirnyindir bisanya adalah bicara  langsung tanpa ampun disertai dengan  sedikit bumbu kekesalan dan setelah itu minta maaf dan teuteup ngoreksi lagi dia harus  mirip  gimana
takut,askmf kamu kalau  pergi ke psikolog pertamanya bicara  apaan kan saya mau jelasin terus dia tibatiba motong ucapanku tapi dia tahu masalahku lewat tes begitu  hanya saya takut tidak diperhatikan sangat  begitu 
senang,jadi kalau kita pernah salah atau tidak salah tapi di salahin terus  punya haters ya shanthaaay say thats life jangan ampe hiduplo jadi kacau cuma gegara haters
senang,username selamat siang sahabat pos kiriman tersebut  sudah diterima ya sahabat terima kasih telah mempercayakan dan menggunakan layanan kami  fd url
senang,sahabat el john bentar lagi username bakal ngebahas logo wonderful indonesia yang berhasil warawiri di moscow rusia wowwww keren sekali  ya sahabat el john info selengkap nya sebentar lagi stay tune ya
senang,username kok banyak yang  protes yeini pemain bagus buat sundulanbayangin kalau  oezil samaxhaka kasih umpan lambung terus yang nyamber ini bocahmayan kaga
marah,hatihati jika belanja di username barang tidak dikirimuang tidak kembali
takut,kondisi paling sulit itu saat kita mendiaminya saja kita takut dimusuhinya dan bila kita berkatakata kita takut menyinggung perasaanya
marah,pernah nonton tidak di satu video tentang bullying coba cari dehh ada tuh examplenya mirip  misal kita di bilang kamu jelek deh tidak ush naik pitam balas  saja  yes i am a worthless human being thanks for reminding me that dijamin mingkem
marah,terkadangg kalau  ada yang  lapor ke pihak berwajib jawabnya  alah cuma  dipegang alah kamu nikmatin kan alah cuma dipanggil salah siapa pakai baju sexy  please kita punya hak atas diri dan tubuh kita memang  kalau  situ ngaceng gara liat kita pakai  baju sexy itu salah kita 
sedih,eallaaaah paaak bikin ngiri saja  duduk berdua sama  yayang mesra presidenterhebat iriana firstladyindonesia
marah,ish sialan sangat punya teman macam kamu hahaha xp
senang,tuhan terima kasih sudah  mengirimkan orang yang  bisa saya  bantu ajar terus  saya  buat jadi orang yang  brnilai dan memiliki generosity mindset
sedih,lebih baik mendengar suara bom guntur geledek petir atau gunung meletus daripada mendengar suara tangismu yang buat saya tak bisa berbuat apaapa
sedih,dunia itu mirip bayangan badan jika kamu kejar pasti ia menjauh namun jika kamu menjauh maka ia tidak ada pilihan lain selain mengikutimu  ibnu qayyim
senang,persahabatan itu harus mempunyai telinga untuk saling mendengar tangan untuk saling menolong dan hati untuk saling memahami  cuma   selamat hari persahabatan internasional
sedih,username username ituh cewek  disakitin begitu saja  masih bertahan dan tak melawan apalagi melaporkan terlalu mencintainya kah postingannya ja begini url
senang,makasih doanya genks yang  sudah dukung saya  disini saya  tidak sangka  bisa maju ke tahan ini maygad terima kasih juga buat bapak bambang lurah pondok cabean yang  sudah dukung n nonton saya  saat ini cinta kamu genks
senang,dulu liat trailernya saya kagum ide memadukan film laga nusantara dengan tampilan wild west terlihat menjanjikan belum pernah saya tahu sebelumnya kreatif makanya saya semacam berharap mendapatkan sajian yang istimewa
sedih,tahun kemarin sebulan sekali lewati malino kalau  melakukan pendakian sekarang  mirip  sudah  tidak bisa lagi capai ini tempat hahah terakhir kesini  july  url
sedih,sudah begitu  saya pakai  vaseline begitu  kan di bulu mata sama alis disimpan deh tuh si vaseline di atas lemari posisinya kaca sebelah lemari sudah begitu  kan pakai  yang lain juga pas nyimpen yang lain saya baru ngeh vaseline nya sudah tidak ada 
marah,mau seberapa hebat akses komunikasi berbasis internet sebuah pemberitahuan yang di kabarkan dalam bentuk cetak dan dapat di konsumsi umum justru lebih di butuhkan tanpa harus peduli jumlah kuota tinggal tempel apa susahnya tolonglah jangan dipersulit urusan yang mudah itu
cinta,hal yang  saya suka dari ayah itu salah satunya adalah kesetiaannya dimana mampu buktiin kalau  cinta cukup  untuk seumur hidup berani ngelakuin apapun yang  pntg bisa hidup bersama sang pujaan hati sampai mati
sedih,kadang suka tidak terima kalau  liat hidup we tidak mirip  teman  we yang mulus saja  mungkin balasan dosa we selama ini
senang,bekerja dengan  hati dan selalu mengandalkan dari allah sendiri itu hasilnya beda dan awet selamat bertransformasi menjadi comdev yang  sesungguhnya sebagai  teman saya selalu berikan support dena 
takut,dan percayalah mimpi itu sangat buruk sampai saya terbangun karena terlalu takut hal ini sangat aneh karena kejadian seperti ini baru pertama kali terjadi padaku bahkan sudah bertahuntahun saya tak pernah mengalami mimpi buruk
takut,saat kita lagi euphoria begitu  si bapak bilang kalian ini tukang bikin masalah pakai  nada bapak yang  habis marahin anaknya karena  minta jajan tapi tetap  dibeliin kebapakan sekali  pokoknya kita cuma tertawa  gugup lalu teman  sempet keceplosan maaf bapak kita sebenarnya  takut
marah,username username banyak yang  tolol di didik untuk jadi kacung mengerti ibadah puasa tapi takut laparrrr cara rakyat memiliki dan menikmati tanahnya hanya lewat liang lahatnya 
takut,uang itu candu bikin hepi kalau  lagi punya banyak tapi sebanyak apa pun tidak pernah bikin merasa cukup karena semakin banyak uang kita keinginan kita jadi lebih banyak dan lebih mahal
takut,rlt yang kuliah jurusan sastra inggris kasih tahu dong di jurusan itu belajar apa saja  ingin masuk sastra inggris hanya takut tidak sesuai sama kemampuan
sedih,setelah di salahkan sama beliau ini adegan scene di tkp kemarin masih terbayang dengan jelas di pikiran saya bahkan sedetik setelah saya buka mata pas bangun tidur im so sad pakai  sekali 
takut,itu tim kru username juga kena hal hal yang  seram  ih ngeri yah rajin rajin istighfar mba saran saja  sih transrumahuya rumahuya
takut,katanya saya  dsuruh berdoa mudahn besok pagi ada cewek cantik tidak tahu tiba ada didpan rumah yang  tidak masuk akal jatuh cinta sama saya  saya pikir kalau  dia gila gimana v
takut,selalu takut kalau  mama tahu saya abis belanja padahal  belanja juga pakai  tabungan sendiri cuma  kalau  mama sudah ngomel entah  kenapa jadi menyesal  sendiri sudah belanja online terus 
senang,definitely caca kak ika auranya udahlah paling pas kualitas aktingnya tidak perlu dipertanyakan ditambah tidak tahu caca ini ada apanya tapi akan gemes saja  kalau  jadi alex yang galak tapi penyayang tapi cantik tapi sibuk tapi masih sanggup menghadapinya
cinta,punya suami yang sayang sama keluarga kaya papa sayang sekali  sama keluarga mama kaya papa yang disayang bangeeet sama keluarga mama ya allah
takut,un sd gatakut samsek un smp mayan sudah degdegan un sma panik panik ajaib eh pas sudah sampai tugas akhir tbtb kepikiran semuanya ngeri tidak luluslah daftar sidang kapanlah abis lulus kerja dimana lah yaampon
cinta,tapi yah saya tuh suka namjoon bukan karena  makin sini makin cakap  tapi karena  personality sama talent dia jugakalo yang  belum jatuh cinta sama namjoon coba tonton solo vlive dia yang pakai  pajama ryan kalian pasti akan jatuh cinta sama bapak yang satu ini
marah,baru kali ini ke username gancit dan kecewa berat baristanya bikin minum dan rasanya berantakan ditanya baik malah melengos tidak jelas bikin emosi please yang  kamu jual jasa kita tidak minta dihormati tapi berusahalah untuk  menghargai orang lain
marah,kalau  foto profilku memang vulgar y oke tidak apa apa tapi fotoku hanya selfie close up begitu  seleher saja  agak bawah sedikit  ngg kelihatan  dadanya sama sekali dan  saya pakai  kerudung
sedih,setelah saya melawan perasaan saya baru paham sampai mana titik itu ditentukan tidak baik rasanya menyalahkan seseorang yang mempersilahkan masuk saya lebih memilih menyalahkan diri sendiri yang salah datang dan niat untuk bertamu walau sekedar
cinta,perutku mulai keroncongan dan bahasa tubuhku mulai merabaraba mataku mulai gugup dan suaraku tibatiba gagap ini adalah efek samping yang saya rasakan ketika saya melihat kamu karena melihat seorang wanita secantik dirimu membuatku jatuh cinta d
marah,lebih baik saya diam daripada saya berbicara namun tak pernah didengar
takut,kamu tidak tahu anjir rasanya takut sampai gemeteran paralyzed tidak bisa mikir gila sih saya  juga tidak ngeexpect saya  bakal kaya begitu  terus  saya  sama  teman  teman  saya  cuma  bisa panik bersamaan 
senang,berbagi dengan  sesama semoga bermanfaat
takut,askmf idung saya abis kena bola kencang  sangat  terus  langsung  muncul lecet merah begitu  di tulang idung perlu di cek ke dokter tidak sih takut tulang idung saya geser soalnya tadu  benar  kencang  sangat  terus  sakit nyeri begitu  tapi sekarang  sudah tidak  sih
cinta,bagaiman kabar jantung mbakmbak yang  megangin micnya sudah bertahun tahun dari  jaman saya  sma tapi masih saja  ngena heran saya  semudah ini saya  makin jatuh cinta sama canyol
cinta,sumpah nih idola saya dewasa sangat  ini alesannya saya ngidolain dia bangga sangat  punya idola mirip  dia makin sayang deh sama  ldy semangat terus ya jaga kesehatan cinta you soooooo much much much much more
senang,muktamarimm kali ini agaknya merupakan muktamar yang  keren muktamar yang sadar jaman terlihat dengan pemaksimalan website dan media internet lainnya dari countdown acara regustrasi peserta sampai pendaftaran formatur keren
cinta,cinta yang sebenarnya  cinta adalah ketika sayyidina rabiah bin kaab ditanya oleh rasulullah saw apa keinginanmu lalu ia pun menjawab saya hanya minta satu perkara yakni agar dapat menemanimu di syurga 
cinta,mami kedua kanya tuh perasaan awal awal kalem kok makin kesini makin amberegul emeseyu saja  kalau asik ramai  wkwkkwkw pokoka sayang mami
cinta,username well prince charles bilang waktu george pertama kali lahir dia senang  sekali  dan berusaha menjadi kakek yang  baik soalnya dulu merasa  kurang ngejaga william beliau juga sering mengajak george buat menanam bareng begitu  pokoknya sayang sekali  d
cinta,lagi  ngumpulin upeti kanan kiri mau kasih  hadiah buat suami panerai bukan anniversary special day cuma karena  ingin kasih saja  karena  memberi lebih  membahagiakan daripada  menerima  kasih  suami sendiri itu tidak apa apa kalau  dulu njum suka kasih  ke pacar an alias zonk lahir btn
takut,saya ingin keluh  tapi takut begitu  karena ya takut dikatain tidak bersyukur ampe sempet dinyinyirin kerjaanku cuma curhat sama marah tapi bagaimana  ya
cinta,terkenal dengan kegiatan blusukan ke pasarpasar atau ganggang sempit tujuan presiden ri ini sematamata agar dapat berinteraksi langsung dengan masyarakat indonesia jokowisekalilagi
cinta,gimana bunda tidak sayang kamu anak kalau  kamu semanis ini  nanti muncul di mimpi bunda ya bunda senang  dipanggil sama kamu dan cerita cerita sama kamu anak url
sedih,lagi  memang tidak capai  apa jadi lemah terus menurut saya malah justru lebih capai  jadi orang lemah daripada  orang kuat karena ya orang lemah pasti pikirannya saja  sudah negatif terus  beda sama orang kuat sedangkan memang  sudah kebukti kan kalau  kita memikirkan  hal negatif bisa berdampak negatif juga
marah,entah kenapa kalau jam segini belum bisa tidur tuh jadi keinget sama masalalu dimana orang yang  menatap saya  dengan  wajah sinis dingin acuh berasa kek saya  yang  paling salah saya  sih bodoamat cuma entah kenapa mau bersikap baik atau suka dengan orang itu tidak bisa dailysinthaa
sedih,saya inii  mantap  nii saya inii saya inii tok dari kemarin juga belum nonton deadpool han solo gr tidak ada teman  kasihan   dasar miskin tidak punya teman   url
cinta,pantas  ada notif di facebook  hari ini  tahun  yang  lalu video ini bikin saya makin yakin jatuh cinta pada pandangan pertama sama doi an awal adekgemas fever melanda
takut,username laut juga taukan gimana konconya hiu megalodon ternyata masih banyak yang hidup dengan visualisasi yang lebih creepy daripada setan jenis apapun merinding saya liat gambarnya saja 
marah,pelit amat siiihh padahal ta ku karo ta mu kan bedo lagi  kamu  yowes pendadaran nek kamu  jaluk ta ku yo langsung tak wenehi  didepan pembimbing sok jadi pahlawan yang bantuin saya tapi kenyataan nol itu  saja  terus yhaaaa astagfirullah hal aziem sabar 
senang,username username username username username username username username username username username username username alhamdulillah lancar acaranya username semoga berkah duniaakhirat ami
takut,jujur saya takut sekali  mau ngejalanin ini lagi semakin dekat smkin takut mau nangis saja  rasanya tidak tahu kenapa  setakut ini kek bertanya terus  saya bisa tidak ya jalaninnya saya mampu tidak yaa apa saya mundur saja  apa ini jalan yang  terbaik buat saya
takut,baru persiapan saja  sudah gosong gimana waktu saya ospek nanti  hari dilatih militer coy naik outbound saja  saya nangis anjir gegara takut sama ketinggian gimana pas diksarlin nanti omg
sedih,sepertinya semua orang diwajibkan menjadi bunglon di negara antah berantah ini apakah ini konsekuensi dari sistem pemerintahan presidensial tapi penerapannya l sistem pemerintahan url
marah,mau tanya  dong username tadi saya paketin internet berbagi itu saya pikir untuk  orang lain tapi malah paket saya yang  aktif ini bagaimana ya kalau begini saya rugi padahal saya  mau ngirim ke adik saya url
senang,ramai itukah dirimu kurasa memang iya namun ramaimu tidak menimbulkan kebisingan melainkan terciptanya sebuah kenyamanan bagimu dan bagi orang d sekitarmu
sedih,memang  merasa  masih kurang sekali  pengalaman kopi sempet ngeshift di cafe tapi ternyata tidak sesuai ekspektasi masih butuh dan ingin sekali  punya banyak pengalaman di bidang kopi apa part time di coffee shop solusinya
takut,username min mau tanya  misal ada kesalahan buku pajak harusnya ppn tapi ternyata  pph minyak bumi seperti  gambar  brikut solusinya bagaimana  url
sedih,kppn punya akun facebook  ig twitter apa yang  boleh dipost kppn dan apa yang  tidak  apa yang  bisa diketahui umum apa yang  tidak  apa kami sempet update medsos kantor sdgkan medsos kami juga susah cari konten dyaar
cinta,username same saya bukan orang yang ekpresif susah buat ngungkapin perasaan padahal sangat bersyukur punya mereka dan saya sayang sekali  sama mereka entah itu keluargasahabat  pasangan
cinta,entah kenapa di tempat ini saya  merasa dekat sekali dengan  sang pencipta untuk itu saya selalu ingin mengunjungimu wukir mahendraku url
senang,terima kasih tuhan  tepat hari ini saya  tahun  jam lagi saya cuma berharap semakin banyak orang yang tulus sayang dan perduli sama saya tanpa memandang sebelah mata  lancarkan semua usaha ku dan dewasakanlah pemikiranku 
marah,semakin terang semakin jelas betapa busuknya orang yang menjatuhkan  memenjarakan ahok berkedok agama sesunguhnya mereka orang paling jahat setara setan iblis sebab agama pun dijadikan kedok mengelabui umat hanya orang dungu 
marah,dear username tolong dengan sangat para driver di edukasi kembali kalau  memang  nomernya ganti itu di info di aplikasi saya sampai harus cancel x karena driver tidak bisa dihub sama sekali chat tidak di balas   telepon tidak aktif terima kasih
takut,username takut dikira fitnah tapi memang  benar  adanya huhu yaudah lah tidak mau macem macem di internet nanti saya diblacklist sama holcim asli
sedih,ya allah di timeline berderet twit dari bmkg gempa susulannya berlanjut sampai sekarang dan hanya berselang beberapa menit prayforlombok stay safe
takut,username saya  saya takut masa sama jalanan ramai  nyalinya cepat  ciut tapi kalau kepepettttt sekali  saya paksain ya bisa cuma masih kaku begitu  
senang,wah ini lucu sekali  desain username  ada yang bati dan hello kitty juga goldreinvented antamlogammulia
senang,ternyata saya bisa dan enak makan dengan menu yang dibuatkan oleh coach saya alhamdulillah serasa tidak percaya kalau sedang melakukan diet
sedih,ternyata setelah sidang skripsi makin sadar kalau  skripsi itu cuma bagian kecil dalam hidup yang  sebenarnya  tidak ada apaapanya dibandingin kehidupan setelahnya
takut,saya bingung dong ini sebenarnya  saya tidak cocok atau cara pakai  saya salah mau lanjut pakai  takut muka saya tambah  tidak karuan nanti mau berhenti sayang bok masih  banyak bet
senang,ketika naik  gojek dan mas gojeknya tidak bisa bicara  dengan pendengarannya terganggu tapi mereka masih tetap berusaha kerja keras meski memiliki kekurangan pantaskah kita selalu mengeluh bersyukur lah dengan apa yang  diberikan tuhan kepada kita 
marah,karena kalimat masasih uang yang  kemarin dikasih  gacukup  boros bangetsih masa uangnya tinggal segini lantas si pengatur keuanganpun ingin murka rasanya 
cinta, emak kate emak kate perhatian sekali  sama anakanaknya tegas sekali  emakku sering nongol juga di grup semangat terus ya mak sehat terus saya sayang emak
cinta,username username username username nek sinh mas drumer kui yo jelas cinta terindah no kenangan tak terlupakan di mention wae cur
senang,awalilah pagimu dengan pikiran yang jernih serta positif meraih mimpi selamat hari senin
takut,logika nya ketika rumahmu diminta untuk menampung orang yang belum kamu kenal selama  hari apa tidak takut dan tidak nyaman kalau  saya sih takut dan tidak nyaman walaupun ada surat rekomendasi
senang,seminar proposal stay positive work hard and pakai  it happen  terima kasih temanteman semua your presence is more than enough semangat
senang,banyak yang  paling kuingat pas mau bayar kuliah beberapa tahun lalu waktu pembayaran masih agak lama tapi kubilang  hari lagi deadline hanya karena ingin cepat nyusun jadwal beberapa jam kemudian beliau telepon  kalau  duitnya sudah dikirim
cinta,tidak ikut ospek jurusan ada berkahnya brwl dari  karena  tidak ikut ospek karena  sakit  hoream jadi kenal deket btw doi orang yang  bukan  jadi semngt kuliah  doi orgnya pinterpejuang sngadatletmodeldutahits dan lain pada  intinya jauh saya sama  aing yang  tidur  ml wkwk saya cinta kamu  qam terus  smngtt
marah,username kok di bali username tidak pernah beraksi menangkap si tikus korupsi apakah pejabat di bali  jalur sama presiden sehingga username enggan sungkan atau takut menangkap koruptor yang merugikan anggaran negara
senang,username username setuju ajarkan kedamaian dan sampaikan pemahaman isalam sebagai agama sempurna dalam mengatur hidup di dunia hingga akhirat baik dalam adab individu masyarakat dan bernegara allahu alam
cinta,cinta masih bergerimis di atap hati menanti datangnya deras rindu membasuh jiwa bila kelak temali hati terjalin kasih jangan biarkan terputus di ujung prasangka
senang,yang maha membolakbalikkan hati alhamdulillah for everything god hatiku tenang karena mengetahui bahwa apa yang ditakdirkan untukku tidak akan pernah melewatkanku url
cinta,saya  suka sama saudara  saya  sendiri dia itu cucu dari kakak ibu saya  kita dikenalin pas sma sama kakak kelas saya  sekarang kita sudah sama kuliah di bidang medis saya  sayang parah sama  dia
takut,kalau  saya sendiri waktu pertama kali sampai ke guest housenya memang  agak takut tapi kalau  saya sih bukan ke arah karena bisa ngedeteksi ada apa cuma karena orangnya memang penakut wkwk apalagi guest housenya dalam keadaan sepi dan kosong
takut,saking takut salah ketik  mau  ngechat ke dosen wali saya ngetiknya di note dulu setelah itu perbaikiperbaikicopypaste ke roomchatcekcekcek lagideletebuka note lagiperbaikiperbaikibuka whatsappclosegajadi chat deh mules saya mau  pup dulu saya lemah
marah,daripada  keseel saja  memikirkan  omongan nyokap saya kemarin nanti  mau santai  saja  tenangin otak ngadem lama nongki di buku  balkot saja  sudah sampai sore url
sedih,username narsumku rutin minum obatnya pernah dia skip setahun tidak minum obat karena waktu itu merasa  dia baik saja  begitu skip minum obat dia balik lagi dengar bisikan bahkan lebih parah kalau minum obatnya terkontrol dia bilang menjalank
marah,cowok  yang  berpenghasilan kecil tapi usaha sendiri itu jauh lebih patut di sukai di hargai dari yang  berpenghasilan besar tapi lewat belakang
takut,jadi acc saya belum  dikasih nomer hp sedangkan teman  saya pas mau kasih  nomer hpalah ke suspend permanen jadi saya harus  bagaimana  takut juga jadinya
cinta,adalah bapak yang setia mendampingi ibu adalah bapak yang  terus berusaha melucu bikin ibu tertawa  adalah bapak yang  masih menganggap anak  tahun ini masih kecil adalah bapak yang paling cemburu ketika ada laki datang ke gadisnya luar biasa ya cinta sekali bapak
cinta,dari matamu matamu kumulai jatuh cinta
marah,kita mah merasa  tidak enak kalau  membiarkan orang soalnya sudah sering merasakan  tidak enaknya di biarkan sama orang tapi kok begitu  sih mereka
cinta,sayang sekali  sama orang ini semoga selalu sehat dan bahagia diberikan limpahan rezeki dan jodoh yang  baik see kamu in another trip my loves url
marah,kalau  tidak bisa ya sudah terima saja  ini malah ngomel tidak jelas terus  ngumpul di depan pembatas begitu  bikin macet manusia asli yang bikin ribet itu emaknya anak muda sama bapaknya agak santai dan langsung menerima informasi secara baik dan tidak treak tidak jelas ky pasar asli tadi itu 
senang,bertanya mengancingkan kemejanya dan memakai jaketnya sungguh kembali ican menggelengkan kepala melihat kelakuan sahabatnya ini sudah ganteng mah mau diapain juga bagus thanks balas ezra tersenyum pada ican ah memang indahnya
marah,punya anak kecil lagi  suka  bicara  itu  gini ya dikitdikit ngeyel dikitdikit dikomentarin kalau  belum puas tanya terussss smp mamahnya jawab mama  tidak tahu dek mama  baca buku dulu ya 
takut,pidato retak sementara hanya kurang tujuh detik lampu merah sudah tak sabar ingin ku tebas rejeki baru sepanjang jogja dan jakarta tapi kesalahan selalu relovan jika bunyi tik tok somay berselisiban dengan truktruk pertamina
sedih,username saya tak mudah mencintai bilang cinta tapi mengapa kini denganmu saya jatuh cintatapi jika kalau belum jodoh saya bisa apa  menyimpan rasa devano danendra
sedih,yang menyedihkan lagi ada yang menganggap via vallen itu tidak merasa di lecehkan amat malah mau naik pamor demi mencapai keviralan dan itu diungkapkan oleh seorang wanita addeh sudah jadi korban sesama wanita pula padahal normalnya harus saling dukung saling empati url
